country,year,sex,disease,deaths
AT,2011,F,Tuberculosis,20
AT,2012,F,Tuberculosis,12
AT,2013,F,Tuberculosis,21
AT,2014,F,Tuberculosis,20
AT,2015,F,Tuberculosis,23
AT,2016,F,Tuberculosis,12
AT,2017,F,Tuberculosis,16
AT,2018,F,Tuberculosis,18
AT,2019,F,Tuberculosis,17
AT,2020,F,Tuberculosis,14
AT,2021,F,Tuberculosis,11
AT,2022,F,Tuberculosis,14
BE,2011,F,Tuberculosis,20
BE,2012,F,Tuberculosis,19
BE,2013,F,Tuberculosis,21
BE,2014,F,Tuberculosis,12
BE,2015,F,Tuberculosis,24
BE,2016,F,Tuberculosis,15
BE,2017,F,Tuberculosis,8
BE,2018,F,Tuberculosis,15
BE,2019,F,Tuberculosis,18
BE,2020,F,Tuberculosis,17
BE,2021,F,Tuberculosis,6
BE,2022,F,Tuberculosis,4
BG,2011,F,Tuberculosis,32
BG,2012,F,Tuberculosis,33
BG,2013,F,Tuberculosis,32
BG,2014,F,Tuberculosis,28
BG,2015,F,Tuberculosis,30
BG,2016,F,Tuberculosis,11
BG,2017,F,Tuberculosis,21
BG,2018,F,Tuberculosis,26
BG,2019,F,Tuberculosis,22
BG,2020,F,Tuberculosis,14
BG,2021,F,Tuberculosis,16
BG,2022,F,Tuberculosis,10
CY,2011,F,Tuberculosis,1
CY,2012,F,Tuberculosis,2
CY,2013,F,Tuberculosis,1
CY,2014,F,Tuberculosis,2
CY,2015,F,Tuberculosis,1
CY,2016,F,Tuberculosis,0
CY,2017,F,Tuberculosis,1
CY,2018,F,Tuberculosis,1
CY,2019,F,Tuberculosis,0
CY,2020,F,Tuberculosis,0
CY,2021,F,Tuberculosis,2
CY,2022,F,Tuberculosis,2
CZ,2011,F,Tuberculosis,19
CZ,2012,F,Tuberculosis,11
CZ,2013,F,Tuberculosis,23
CZ,2014,F,Tuberculosis,14
CZ,2015,F,Tuberculosis,14
CZ,2016,F,Tuberculosis,11
CZ,2017,F,Tuberculosis,13
CZ,2018,F,Tuberculosis,10
CZ,2019,F,Tuberculosis,5
CZ,2020,F,Tuberculosis,5
CZ,2021,F,Tuberculosis,8
CZ,2022,F,Tuberculosis,7
DE,2011,F,Tuberculosis,154
DE,2012,F,Tuberculosis,144
DE,2013,F,Tuberculosis,146
DE,2014,F,Tuberculosis,141
DE,2015,F,Tuberculosis,123
DE,2016,F,Tuberculosis,103
DE,2017,F,Tuberculosis,117
DE,2018,F,Tuberculosis,104
DE,2019,F,Tuberculosis,104
DE,2020,F,Tuberculosis,108
DE,2021,F,Tuberculosis,106
DE,2022,F,Tuberculosis,123
DK,2011,F,Tuberculosis,5
DK,2012,F,Tuberculosis,6
DK,2013,F,Tuberculosis,6
DK,2014,F,Tuberculosis,3
DK,2015,F,Tuberculosis,6
DK,2016,F,Tuberculosis,7
DK,2017,F,Tuberculosis,2
DK,2018,F,Tuberculosis,4
DK,2019,F,Tuberculosis,4
DK,2020,F,Tuberculosis,3
DK,2021,F,Tuberculosis,4
DK,2022,F,Tuberculosis,3
EE,2011,F,Tuberculosis,6
EE,2012,F,Tuberculosis,6
EE,2013,F,Tuberculosis,6
EE,2014,F,Tuberculosis,12
EE,2015,F,Tuberculosis,5
EE,2016,F,Tuberculosis,6
EE,2017,F,Tuberculosis,7
EE,2018,F,Tuberculosis,1
EE,2019,F,Tuberculosis,7
EE,2020,F,Tuberculosis,3
EE,2021,F,Tuberculosis,4
EE,2022,F,Tuberculosis,4
EL,2011,F,Tuberculosis,25
EL,2012,F,Tuberculosis,32
EL,2013,F,Tuberculosis,21
EL,2014,F,Tuberculosis,16
EL,2015,F,Tuberculosis,17
EL,2016,F,Tuberculosis,12
EL,2017,F,Tuberculosis,21
EL,2018,F,Tuberculosis,16
EL,2019,F,Tuberculosis,12
EL,2020,F,Tuberculosis,16
EL,2021,F,Tuberculosis,11
EL,2022,F,Tuberculosis,12
ES,2011,F,Tuberculosis,96
ES,2012,F,Tuberculosis,127
ES,2013,F,Tuberculosis,101
ES,2014,F,Tuberculosis,99
ES,2015,F,Tuberculosis,90
ES,2016,F,Tuberculosis,108
ES,2017,F,Tuberculosis,83
ES,2018,F,Tuberculosis,95
ES,2019,F,Tuberculosis,83
ES,2020,F,Tuberculosis,73
ES,2021,F,Tuberculosis,62
ES,2022,F,Tuberculosis,67
FI,2011,F,Tuberculosis,33
FI,2012,F,Tuberculosis,23
FI,2013,F,Tuberculosis,15
FI,2014,F,Tuberculosis,21
FI,2015,F,Tuberculosis,17
FI,2016,F,Tuberculosis,9
FI,2017,F,Tuberculosis,22
FI,2018,F,Tuberculosis,12
FI,2019,F,Tuberculosis,16
FI,2020,F,Tuberculosis,12
FI,2021,F,Tuberculosis,17
FI,2022,F,Tuberculosis,10
FR,2011,F,Tuberculosis,289
FR,2012,F,Tuberculosis,272
FR,2013,F,Tuberculosis,264
FR,2014,F,Tuberculosis,217
FR,2015,F,Tuberculosis,218
FR,2016,F,Tuberculosis,196
FR,2017,F,Tuberculosis,192
FR,2018,F,Tuberculosis,165
FR,2019,F,Tuberculosis,161
FR,2020,F,Tuberculosis,125
FR,2021,F,Tuberculosis,128
FR,2022,F,Tuberculosis,109
HR,2011,F,Tuberculosis,28
HR,2012,F,Tuberculosis,17
HR,2013,F,Tuberculosis,19
HR,2014,F,Tuberculosis,12
HR,2015,F,Tuberculosis,21
HR,2016,F,Tuberculosis,19
HR,2017,F,Tuberculosis,22
HR,2018,F,Tuberculosis,15
HR,2019,F,Tuberculosis,14
HR,2020,F,Tuberculosis,11
HR,2021,F,Tuberculosis,9
HR,2022,F,Tuberculosis,8
HU,2011,F,Tuberculosis,41
HU,2012,F,Tuberculosis,46
HU,2013,F,Tuberculosis,27
HU,2014,F,Tuberculosis,24
HU,2015,F,Tuberculosis,31
HU,2016,F,Tuberculosis,15
HU,2017,F,Tuberculosis,20
HU,2018,F,Tuberculosis,19
HU,2019,F,Tuberculosis,14
HU,2020,F,Tuberculosis,13
HU,2021,F,Tuberculosis,12
HU,2022,F,Tuberculosis,15
IE,2011,F,Tuberculosis,14
IE,2012,F,Tuberculosis,12
IE,2013,F,Tuberculosis,9
IE,2014,F,Tuberculosis,15
IE,2015,F,Tuberculosis,6
IE,2016,F,Tuberculosis,11
IE,2017,F,Tuberculosis,8
IE,2018,F,Tuberculosis,11
IE,2019,F,Tuberculosis,2
IE,2020,F,Tuberculosis,10
IE,2021,F,Tuberculosis,7
IE,2022,F,Tuberculosis,5
IT,2011,F,Tuberculosis,159
IT,2012,F,Tuberculosis,133
IT,2013,F,Tuberculosis,95
IT,2014,F,Tuberculosis,111
IT,2015,F,Tuberculosis,137
IT,2016,F,Tuberculosis,124
IT,2017,F,Tuberculosis,110
IT,2018,F,Tuberculosis,109
IT,2019,F,Tuberculosis,102
IT,2020,F,Tuberculosis,84
IT,2021,F,Tuberculosis,83
IT,2022,F,Tuberculosis,88
LT,2011,F,Tuberculosis,39
LT,2012,F,Tuberculosis,49
LT,2013,F,Tuberculosis,42
LT,2014,F,Tuberculosis,51
LT,2015,F,Tuberculosis,39
LT,2016,F,Tuberculosis,36
LT,2017,F,Tuberculosis,29
LT,2018,F,Tuberculosis,24
LT,2019,F,Tuberculosis,33
LT,2020,F,Tuberculosis,16
LT,2021,F,Tuberculosis,25
LT,2022,F,Tuberculosis,15
LU,2011,F,Tuberculosis,2
LU,2012,F,Tuberculosis,0
LU,2013,F,Tuberculosis,0
LU,2014,F,Tuberculosis,0
LU,2015,F,Tuberculosis,0
LU,2016,F,Tuberculosis,1
LU,2017,F,Tuberculosis,1
LU,2018,F,Tuberculosis,0
LU,2019,F,Tuberculosis,0
LU,2020,F,Tuberculosis,1
LU,2021,F,Tuberculosis,0
LU,2022,F,Tuberculosis,0
LV,2011,F,Tuberculosis,16
LV,2012,F,Tuberculosis,15
LV,2013,F,Tuberculosis,24
LV,2014,F,Tuberculosis,12
LV,2015,F,Tuberculosis,15
LV,2016,F,Tuberculosis,23
LV,2017,F,Tuberculosis,12
LV,2018,F,Tuberculosis,21
LV,2019,F,Tuberculosis,14
LV,2020,F,Tuberculosis,13
LV,2021,F,Tuberculosis,11
LV,2022,F,Tuberculosis,8
MT,2011,F,Tuberculosis,1
MT,2012,F,Tuberculosis,0
MT,2013,F,Tuberculosis,1
MT,2014,F,Tuberculosis,0
MT,2015,F,Tuberculosis,0
MT,2016,F,Tuberculosis,2
MT,2017,F,Tuberculosis,0
MT,2018,F,Tuberculosis,0
MT,2019,F,Tuberculosis,0
MT,2020,F,Tuberculosis,0
MT,2021,F,Tuberculosis,0
MT,2022,F,Tuberculosis,1
NL,2011,F,Tuberculosis,17
NL,2012,F,Tuberculosis,13
NL,2013,F,Tuberculosis,17
NL,2014,F,Tuberculosis,18
NL,2015,F,Tuberculosis,18
NL,2016,F,Tuberculosis,16
NL,2017,F,Tuberculosis,10
NL,2018,F,Tuberculosis,12
NL,2019,F,Tuberculosis,7
NL,2020,F,Tuberculosis,11
NL,2021,F,Tuberculosis,7
NL,2022,F,Tuberculosis,5
PL,2011,F,Tuberculosis,138
PL,2012,F,Tuberculosis,152
PL,2013,F,Tuberculosis,117
PL,2014,F,Tuberculosis,116
PL,2015,F,Tuberculosis,120
PL,2016,F,Tuberculosis,130
PL,2017,F,Tuberculosis,110
PL,2018,F,Tuberculosis,108
PL,2019,F,Tuberculosis,100
PL,2020,F,Tuberculosis,97
PL,2021,F,Tuberculosis,97
PL,2022,F,Tuberculosis,88
PL,2024,F,Tuberculosis,88
PT,2011,F,Tuberculosis,58
PT,2012,F,Tuberculosis,55
PT,2013,F,Tuberculosis,51
PT,2014,F,Tuberculosis,64
PT,2015,F,Tuberculosis,66
PT,2016,F,Tuberculosis,73
PT,2017,F,Tuberculosis,66
PT,2018,F,Tuberculosis,67
PT,2019,F,Tuberculosis,41
PT,2020,F,Tuberculosis,50
PT,2021,F,Tuberculosis,43
PT,2022,F,Tuberculosis,52
RO,2011,F,Tuberculosis,233
RO,2012,F,Tuberculosis,262
RO,2013,F,Tuberculosis,234
RO,2014,F,Tuberculosis,251
RO,2015,F,Tuberculosis,221
RO,2016,F,Tuberculosis,187
RO,2017,F,Tuberculosis,187
RO,2018,F,Tuberculosis,154
RO,2019,F,Tuberculosis,179
RO,2020,F,Tuberculosis,131
RO,2021,F,Tuberculosis,135
RO,2022,F,Tuberculosis,135
SE,2011,F,Tuberculosis,26
SE,2012,F,Tuberculosis,11
SE,2013,F,Tuberculosis,19
SE,2014,F,Tuberculosis,20
SE,2015,F,Tuberculosis,16
SE,2016,F,Tuberculosis,8
SE,2017,F,Tuberculosis,11
SE,2018,F,Tuberculosis,12
SE,2019,F,Tuberculosis,8
SE,2020,F,Tuberculosis,4
SE,2021,F,Tuberculosis,9
SE,2022,F,Tuberculosis,6
SI,2011,F,Tuberculosis,5
SI,2012,F,Tuberculosis,6
SI,2013,F,Tuberculosis,7
SI,2014,F,Tuberculosis,8
SI,2015,F,Tuberculosis,7
SI,2016,F,Tuberculosis,3
SI,2017,F,Tuberculosis,1
SI,2018,F,Tuberculosis,2
SI,2019,F,Tuberculosis,6
SI,2020,F,Tuberculosis,7
SI,2021,F,Tuberculosis,4
SI,2022,F,Tuberculosis,7
SK,2011,F,Tuberculosis,6
SK,2012,F,Tuberculosis,4
SK,2013,F,Tuberculosis,6
SK,2014,F,Tuberculosis,14
SK,2015,F,Tuberculosis,3
SK,2016,F,Tuberculosis,9
SK,2017,F,Tuberculosis,10
SK,2018,F,Tuberculosis,5
SK,2019,F,Tuberculosis,4
SK,2020,F,Tuberculosis,7
SK,2021,F,Tuberculosis,6
SK,2022,F,Tuberculosis,8
AT,2011,F,"Accidents (V01-X59, Y85, Y86)",1052
AT,2012,F,"Accidents (V01-X59, Y85, Y86)",1156
AT,2013,F,"Accidents (V01-X59, Y85, Y86)",1091
AT,2014,F,"Accidents (V01-X59, Y85, Y86)",1109
AT,2015,F,"Accidents (V01-X59, Y85, Y86)",1175
AT,2016,F,"Accidents (V01-X59, Y85, Y86)",1084
AT,2017,F,"Accidents (V01-X59, Y85, Y86)",1105
AT,2018,F,"Accidents (V01-X59, Y85, Y86)",1150
AT,2019,F,"Accidents (V01-X59, Y85, Y86)",1243
AT,2020,F,"Accidents (V01-X59, Y85, Y86)",1420
AT,2021,F,"Accidents (V01-X59, Y85, Y86)",1259
AT,2022,F,"Accidents (V01-X59, Y85, Y86)",1355
BE,2011,F,"Accidents (V01-X59, Y85, Y86)",1882
BE,2012,F,"Accidents (V01-X59, Y85, Y86)",2076
BE,2013,F,"Accidents (V01-X59, Y85, Y86)",2035
BE,2014,F,"Accidents (V01-X59, Y85, Y86)",1933
BE,2015,F,"Accidents (V01-X59, Y85, Y86)",2207
BE,2016,F,"Accidents (V01-X59, Y85, Y86)",2018
BE,2017,F,"Accidents (V01-X59, Y85, Y86)",2079
BE,2018,F,"Accidents (V01-X59, Y85, Y86)",2147
BE,2019,F,"Accidents (V01-X59, Y85, Y86)",2146
BE,2020,F,"Accidents (V01-X59, Y85, Y86)",2101
BE,2021,F,"Accidents (V01-X59, Y85, Y86)",2163
BE,2022,F,"Accidents (V01-X59, Y85, Y86)",2411
BG,2011,F,"Accidents (V01-X59, Y85, Y86)",408
BG,2012,F,"Accidents (V01-X59, Y85, Y86)",445
BG,2013,F,"Accidents (V01-X59, Y85, Y86)",398
BG,2014,F,"Accidents (V01-X59, Y85, Y86)",508
BG,2015,F,"Accidents (V01-X59, Y85, Y86)",513
BG,2016,F,"Accidents (V01-X59, Y85, Y86)",438
BG,2017,F,"Accidents (V01-X59, Y85, Y86)",521
BG,2018,F,"Accidents (V01-X59, Y85, Y86)",469
BG,2019,F,"Accidents (V01-X59, Y85, Y86)",459
BG,2020,F,"Accidents (V01-X59, Y85, Y86)",439
BG,2021,F,"Accidents (V01-X59, Y85, Y86)",447
BG,2022,F,"Accidents (V01-X59, Y85, Y86)",409
CY,2011,F,"Accidents (V01-X59, Y85, Y86)",53
CY,2012,F,"Accidents (V01-X59, Y85, Y86)",82
CY,2013,F,"Accidents (V01-X59, Y85, Y86)",69
CY,2014,F,"Accidents (V01-X59, Y85, Y86)",97
CY,2015,F,"Accidents (V01-X59, Y85, Y86)",77
CY,2016,F,"Accidents (V01-X59, Y85, Y86)",74
CY,2017,F,"Accidents (V01-X59, Y85, Y86)",83
CY,2018,F,"Accidents (V01-X59, Y85, Y86)",93
CY,2019,F,"Accidents (V01-X59, Y85, Y86)",98
CY,2020,F,"Accidents (V01-X59, Y85, Y86)",92
CY,2021,F,"Accidents (V01-X59, Y85, Y86)",93
CY,2022,F,"Accidents (V01-X59, Y85, Y86)",113
CZ,2011,F,"Accidents (V01-X59, Y85, Y86)",1428
CZ,2012,F,"Accidents (V01-X59, Y85, Y86)",1394
CZ,2013,F,"Accidents (V01-X59, Y85, Y86)",1312
CZ,2014,F,"Accidents (V01-X59, Y85, Y86)",1413
CZ,2015,F,"Accidents (V01-X59, Y85, Y86)",1504
CZ,2016,F,"Accidents (V01-X59, Y85, Y86)",1424
CZ,2017,F,"Accidents (V01-X59, Y85, Y86)",1355
CZ,2018,F,"Accidents (V01-X59, Y85, Y86)",1446
CZ,2019,F,"Accidents (V01-X59, Y85, Y86)",1388
CZ,2020,F,"Accidents (V01-X59, Y85, Y86)",1386
CZ,2021,F,"Accidents (V01-X59, Y85, Y86)",1214
CZ,2022,F,"Accidents (V01-X59, Y85, Y86)",1212
DE,2011,F,"Accidents (V01-X59, Y85, Y86)",8720
DE,2012,F,"Accidents (V01-X59, Y85, Y86)",9106
DE,2013,F,"Accidents (V01-X59, Y85, Y86)",9485
DE,2014,F,"Accidents (V01-X59, Y85, Y86)",9774
DE,2015,F,"Accidents (V01-X59, Y85, Y86)",10734
DE,2016,F,"Accidents (V01-X59, Y85, Y86)",11767
DE,2017,F,"Accidents (V01-X59, Y85, Y86)",12233
DE,2018,F,"Accidents (V01-X59, Y85, Y86)",12935
DE,2019,F,"Accidents (V01-X59, Y85, Y86)",13212
DE,2020,F,"Accidents (V01-X59, Y85, Y86)",13118
DE,2021,F,"Accidents (V01-X59, Y85, Y86)",13769
DE,2022,F,"Accidents (V01-X59, Y85, Y86)",15951
DK,2011,F,"Accidents (V01-X59, Y85, Y86)",639
DK,2012,F,"Accidents (V01-X59, Y85, Y86)",609
DK,2013,F,"Accidents (V01-X59, Y85, Y86)",628
DK,2014,F,"Accidents (V01-X59, Y85, Y86)",598
DK,2015,F,"Accidents (V01-X59, Y85, Y86)",556
DK,2016,F,"Accidents (V01-X59, Y85, Y86)",571
DK,2017,F,"Accidents (V01-X59, Y85, Y86)",561
DK,2018,F,"Accidents (V01-X59, Y85, Y86)",608
DK,2019,F,"Accidents (V01-X59, Y85, Y86)",628
DK,2020,F,"Accidents (V01-X59, Y85, Y86)",621
DK,2021,F,"Accidents (V01-X59, Y85, Y86)",642
DK,2022,F,"Accidents (V01-X59, Y85, Y86)",720
EE,2011,F,"Accidents (V01-X59, Y85, Y86)",174
EE,2012,F,"Accidents (V01-X59, Y85, Y86)",175
EE,2013,F,"Accidents (V01-X59, Y85, Y86)",156
EE,2014,F,"Accidents (V01-X59, Y85, Y86)",152
EE,2015,F,"Accidents (V01-X59, Y85, Y86)",152
EE,2016,F,"Accidents (V01-X59, Y85, Y86)",153
EE,2017,F,"Accidents (V01-X59, Y85, Y86)",137
EE,2018,F,"Accidents (V01-X59, Y85, Y86)",145
EE,2019,F,"Accidents (V01-X59, Y85, Y86)",158
EE,2020,F,"Accidents (V01-X59, Y85, Y86)",190
EE,2021,F,"Accidents (V01-X59, Y85, Y86)",231
EE,2022,F,"Accidents (V01-X59, Y85, Y86)",220
EL,2011,F,"Accidents (V01-X59, Y85, Y86)",646
EL,2012,F,"Accidents (V01-X59, Y85, Y86)",621
EL,2013,F,"Accidents (V01-X59, Y85, Y86)",701
EL,2014,F,"Accidents (V01-X59, Y85, Y86)",589
EL,2015,F,"Accidents (V01-X59, Y85, Y86)",816
EL,2016,F,"Accidents (V01-X59, Y85, Y86)",925
EL,2017,F,"Accidents (V01-X59, Y85, Y86)",1033
EL,2018,F,"Accidents (V01-X59, Y85, Y86)",1063
EL,2019,F,"Accidents (V01-X59, Y85, Y86)",1130
EL,2020,F,"Accidents (V01-X59, Y85, Y86)",1336
EL,2021,F,"Accidents (V01-X59, Y85, Y86)",1423
EL,2022,F,"Accidents (V01-X59, Y85, Y86)",1557
ES,2011,F,"Accidents (V01-X59, Y85, Y86)",3939
ES,2012,F,"Accidents (V01-X59, Y85, Y86)",3731
ES,2013,F,"Accidents (V01-X59, Y85, Y86)",4053
ES,2014,F,"Accidents (V01-X59, Y85, Y86)",4219
ES,2015,F,"Accidents (V01-X59, Y85, Y86)",4504
ES,2016,F,"Accidents (V01-X59, Y85, Y86)",4640
ES,2017,F,"Accidents (V01-X59, Y85, Y86)",4628
ES,2018,F,"Accidents (V01-X59, Y85, Y86)",4596
ES,2019,F,"Accidents (V01-X59, Y85, Y86)",4660
ES,2020,F,"Accidents (V01-X59, Y85, Y86)",4606
ES,2021,F,"Accidents (V01-X59, Y85, Y86)",4893
ES,2022,F,"Accidents (V01-X59, Y85, Y86)",5476
FI,2011,F,"Accidents (V01-X59, Y85, Y86)",919
FI,2012,F,"Accidents (V01-X59, Y85, Y86)",928
FI,2013,F,"Accidents (V01-X59, Y85, Y86)",886
FI,2014,F,"Accidents (V01-X59, Y85, Y86)",890
FI,2015,F,"Accidents (V01-X59, Y85, Y86)",861
FI,2016,F,"Accidents (V01-X59, Y85, Y86)",881
FI,2017,F,"Accidents (V01-X59, Y85, Y86)",847
FI,2018,F,"Accidents (V01-X59, Y85, Y86)",919
FI,2019,F,"Accidents (V01-X59, Y85, Y86)",882
FI,2020,F,"Accidents (V01-X59, Y85, Y86)",786
FI,2021,F,"Accidents (V01-X59, Y85, Y86)",879
FI,2022,F,"Accidents (V01-X59, Y85, Y86)",875
FR,2011,F,"Accidents (V01-X59, Y85, Y86)",11541
FR,2012,F,"Accidents (V01-X59, Y85, Y86)",11949
FR,2013,F,"Accidents (V01-X59, Y85, Y86)",11796
FR,2014,F,"Accidents (V01-X59, Y85, Y86)",11588
FR,2015,F,"Accidents (V01-X59, Y85, Y86)",13070
FR,2016,F,"Accidents (V01-X59, Y85, Y86)",12670
FR,2017,F,"Accidents (V01-X59, Y85, Y86)",13316
FR,2018,F,"Accidents (V01-X59, Y85, Y86)",12899
FR,2019,F,"Accidents (V01-X59, Y85, Y86)",13231
FR,2020,F,"Accidents (V01-X59, Y85, Y86)",13330
FR,2021,F,"Accidents (V01-X59, Y85, Y86)",13850
FR,2022,F,"Accidents (V01-X59, Y85, Y86)",15454
HR,2011,F,"Accidents (V01-X59, Y85, Y86)",846
HR,2012,F,"Accidents (V01-X59, Y85, Y86)",890
HR,2013,F,"Accidents (V01-X59, Y85, Y86)",909
HR,2014,F,"Accidents (V01-X59, Y85, Y86)",907
HR,2015,F,"Accidents (V01-X59, Y85, Y86)",993
HR,2016,F,"Accidents (V01-X59, Y85, Y86)",959
HR,2017,F,"Accidents (V01-X59, Y85, Y86)",857
HR,2018,F,"Accidents (V01-X59, Y85, Y86)",1053
HR,2019,F,"Accidents (V01-X59, Y85, Y86)",995
HR,2020,F,"Accidents (V01-X59, Y85, Y86)",899
HR,2021,F,"Accidents (V01-X59, Y85, Y86)",891
HR,2022,F,"Accidents (V01-X59, Y85, Y86)",818
HU,2011,F,"Accidents (V01-X59, Y85, Y86)",1572
HU,2012,F,"Accidents (V01-X59, Y85, Y86)",1511
HU,2013,F,"Accidents (V01-X59, Y85, Y86)",1493
HU,2014,F,"Accidents (V01-X59, Y85, Y86)",1363
HU,2015,F,"Accidents (V01-X59, Y85, Y86)",1450
HU,2016,F,"Accidents (V01-X59, Y85, Y86)",1341
HU,2017,F,"Accidents (V01-X59, Y85, Y86)",1428
HU,2018,F,"Accidents (V01-X59, Y85, Y86)",1354
HU,2019,F,"Accidents (V01-X59, Y85, Y86)",1413
HU,2020,F,"Accidents (V01-X59, Y85, Y86)",1204
HU,2021,F,"Accidents (V01-X59, Y85, Y86)",1190
HU,2022,F,"Accidents (V01-X59, Y85, Y86)",1321
IE,2011,F,"Accidents (V01-X59, Y85, Y86)",327
IE,2012,F,"Accidents (V01-X59, Y85, Y86)",296
IE,2013,F,"Accidents (V01-X59, Y85, Y86)",299
IE,2014,F,"Accidents (V01-X59, Y85, Y86)",328
IE,2015,F,"Accidents (V01-X59, Y85, Y86)",302
IE,2016,F,"Accidents (V01-X59, Y85, Y86)",286
IE,2017,F,"Accidents (V01-X59, Y85, Y86)",307
IE,2018,F,"Accidents (V01-X59, Y85, Y86)",322
IE,2019,F,"Accidents (V01-X59, Y85, Y86)",326
IE,2020,F,"Accidents (V01-X59, Y85, Y86)",443
IE,2021,F,"Accidents (V01-X59, Y85, Y86)",415
IE,2022,F,"Accidents (V01-X59, Y85, Y86)",453
IT,2011,F,"Accidents (V01-X59, Y85, Y86)",8430
IT,2012,F,"Accidents (V01-X59, Y85, Y86)",8500
IT,2013,F,"Accidents (V01-X59, Y85, Y86)",8348
IT,2014,F,"Accidents (V01-X59, Y85, Y86)",8245
IT,2015,F,"Accidents (V01-X59, Y85, Y86)",8852
IT,2016,F,"Accidents (V01-X59, Y85, Y86)",8957
IT,2017,F,"Accidents (V01-X59, Y85, Y86)",9447
IT,2018,F,"Accidents (V01-X59, Y85, Y86)",9243
IT,2019,F,"Accidents (V01-X59, Y85, Y86)",9204
IT,2020,F,"Accidents (V01-X59, Y85, Y86)",9732
IT,2021,F,"Accidents (V01-X59, Y85, Y86)",9994
IT,2022,F,"Accidents (V01-X59, Y85, Y86)",10886
LT,2011,F,"Accidents (V01-X59, Y85, Y86)",537
LT,2012,F,"Accidents (V01-X59, Y85, Y86)",542
LT,2013,F,"Accidents (V01-X59, Y85, Y86)",499
LT,2014,F,"Accidents (V01-X59, Y85, Y86)",482
LT,2015,F,"Accidents (V01-X59, Y85, Y86)",520
LT,2016,F,"Accidents (V01-X59, Y85, Y86)",495
LT,2017,F,"Accidents (V01-X59, Y85, Y86)",507
LT,2018,F,"Accidents (V01-X59, Y85, Y86)",520
LT,2019,F,"Accidents (V01-X59, Y85, Y86)",423
LT,2020,F,"Accidents (V01-X59, Y85, Y86)",487
LT,2021,F,"Accidents (V01-X59, Y85, Y86)",509
LT,2022,F,"Accidents (V01-X59, Y85, Y86)",484
LU,2011,F,"Accidents (V01-X59, Y85, Y86)",71
LU,2012,F,"Accidents (V01-X59, Y85, Y86)",70
LU,2013,F,"Accidents (V01-X59, Y85, Y86)",78
LU,2014,F,"Accidents (V01-X59, Y85, Y86)",65
LU,2015,F,"Accidents (V01-X59, Y85, Y86)",68
LU,2016,F,"Accidents (V01-X59, Y85, Y86)",82
LU,2017,F,"Accidents (V01-X59, Y85, Y86)",54
LU,2018,F,"Accidents (V01-X59, Y85, Y86)",71
LU,2019,F,"Accidents (V01-X59, Y85, Y86)",80
LU,2020,F,"Accidents (V01-X59, Y85, Y86)",84
LU,2021,F,"Accidents (V01-X59, Y85, Y86)",83
LU,2022,F,"Accidents (V01-X59, Y85, Y86)",67
LV,2011,F,"Accidents (V01-X59, Y85, Y86)",283
LV,2012,F,"Accidents (V01-X59, Y85, Y86)",309
LV,2013,F,"Accidents (V01-X59, Y85, Y86)",335
LV,2014,F,"Accidents (V01-X59, Y85, Y86)",293
LV,2015,F,"Accidents (V01-X59, Y85, Y86)",282
LV,2016,F,"Accidents (V01-X59, Y85, Y86)",305
LV,2017,F,"Accidents (V01-X59, Y85, Y86)",318
LV,2018,F,"Accidents (V01-X59, Y85, Y86)",299
LV,2019,F,"Accidents (V01-X59, Y85, Y86)",258
LV,2020,F,"Accidents (V01-X59, Y85, Y86)",241
LV,2021,F,"Accidents (V01-X59, Y85, Y86)",328
LV,2022,F,"Accidents (V01-X59, Y85, Y86)",300
MT,2011,F,"Accidents (V01-X59, Y85, Y86)",19
MT,2012,F,"Accidents (V01-X59, Y85, Y86)",21
MT,2013,F,"Accidents (V01-X59, Y85, Y86)",25
MT,2014,F,"Accidents (V01-X59, Y85, Y86)",25
MT,2015,F,"Accidents (V01-X59, Y85, Y86)",27
MT,2016,F,"Accidents (V01-X59, Y85, Y86)",33
MT,2017,F,"Accidents (V01-X59, Y85, Y86)",38
MT,2018,F,"Accidents (V01-X59, Y85, Y86)",31
MT,2019,F,"Accidents (V01-X59, Y85, Y86)",37
MT,2020,F,"Accidents (V01-X59, Y85, Y86)",47
MT,2021,F,"Accidents (V01-X59, Y85, Y86)",45
MT,2022,F,"Accidents (V01-X59, Y85, Y86)",64
NL,2011,F,"Accidents (V01-X59, Y85, Y86)",2042
NL,2012,F,"Accidents (V01-X59, Y85, Y86)",2310
NL,2013,F,"Accidents (V01-X59, Y85, Y86)",2278
NL,2014,F,"Accidents (V01-X59, Y85, Y86)",2414
NL,2015,F,"Accidents (V01-X59, Y85, Y86)",2775
NL,2016,F,"Accidents (V01-X59, Y85, Y86)",3001
NL,2017,F,"Accidents (V01-X59, Y85, Y86)",3151
NL,2018,F,"Accidents (V01-X59, Y85, Y86)",3602
NL,2019,F,"Accidents (V01-X59, Y85, Y86)",3698
NL,2020,F,"Accidents (V01-X59, Y85, Y86)",3920
NL,2021,F,"Accidents (V01-X59, Y85, Y86)",4160
NL,2022,F,"Accidents (V01-X59, Y85, Y86)",4798
PL,2011,F,"Accidents (V01-X59, Y85, Y86)",3980
PL,2012,F,"Accidents (V01-X59, Y85, Y86)",4112
PL,2013,F,"Accidents (V01-X59, Y85, Y86)",3919
PL,2014,F,"Accidents (V01-X59, Y85, Y86)",3774
PL,2015,F,"Accidents (V01-X59, Y85, Y86)",3701
