STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,indic_he,Health indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DE,Germany,2021,,83.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DE,Germany,2022,,83.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DE,Germany,2023,,83.5,,b,break in time series,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DK,Denmark,2012,,82.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DK,Denmark,2013,,82.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DK,Denmark,2014,,82.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DK,Denmark,2015,,82.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DK,Denmark,2016,,82.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DK,Denmark,2017,,83.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DK,Denmark,2018,,82.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DK,Denmark,2019,,83.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DK,Denmark,2020,,83.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DK,Denmark,2021,,83.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DK,Denmark,2022,,83.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,DK,Denmark,2023,,83.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EE,Estonia,2012,,81.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EE,Estonia,2013,,81.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EE,Estonia,2014,,81.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EE,Estonia,2015,,82.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EE,Estonia,2016,,82.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EE,Estonia,2017,,82.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EE,Estonia,2018,,82.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EE,Estonia,2019,,83.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EE,Estonia,2020,,83.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EE,Estonia,2021,,81.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EE,Estonia,2022,,82.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EE,Estonia,2023,,83.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EL,Greece,2012,,83.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EL,Greece,2013,,84.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EL,Greece,2014,,84.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EL,Greece,2015,,83.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EL,Greece,2016,,84.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EL,Greece,2017,,83.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EL,Greece,2018,,84.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EL,Greece,2019,,84.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EL,Greece,2020,,83.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EL,Greece,2021,,82.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EL,Greece,2022,,83.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EL,Greece,2023,,84.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,ES,Spain,2012,,85.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,ES,Spain,2013,,86.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,ES,Spain,2014,,86.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,ES,Spain,2015,,85.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,ES,Spain,2016,,86.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,ES,Spain,2017,,86.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,ES,Spain,2018,,86.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,ES,Spain,2019,,86.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,ES,Spain,2020,,85.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,ES,Spain,2021,,86.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,ES,Spain,2022,,85.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,ES,Spain,2023,,86.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2012,,83.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2013,,83.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2014,,83.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2015,,83.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2016,,83.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2017,,83.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2018,,83.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2019,,84.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2020,,83.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2021,,82.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2022,,83.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,EU27_2020,European Union - 27 countries (from 2020),2023,,84.0,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FI,Finland,2012,,83.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FI,Finland,2014,,84.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FI,Finland,2015,,84.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FI,Finland,2016,,84.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FI,Finland,2017,,84.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FI,Finland,2018,,84.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FI,Finland,2019,,84.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FI,Finland,2020,,84.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FI,Finland,2021,,84.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FI,Finland,2022,,83.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FI,Finland,2023,,84.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FR,France,2012,,85.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FR,France,2013,,85.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FR,France,2014,,86.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FR,France,2015,,85.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FR,France,2016,,85.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FR,France,2017,,85.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FR,France,2018,,85.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FR,France,2019,,85.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FR,France,2020,,85.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FR,France,2021,,85.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FR,France,2022,,85.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,FR,France,2023,,85.7,,p,provisional,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HR,Croatia,2012,,80.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HR,Croatia,2013,,81.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HR,Croatia,2014,,81.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HR,Croatia,2015,,80.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HR,Croatia,2016,,81.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HR,Croatia,2017,,81.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HR,Croatia,2018,,81.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HR,Croatia,2019,,81.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HR,Croatia,2020,,80.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HR,Croatia,2021,,79.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HR,Croatia,2022,,80.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HR,Croatia,2023,,81.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HU,Hungary,2012,,78.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HU,Hungary,2013,,79.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HU,Hungary,2014,,79.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HU,Hungary,2015,,79.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HU,Hungary,2016,,79.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HU,Hungary,2017,,79.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HU,Hungary,2018,,79.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HU,Hungary,2019,,79.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HU,Hungary,2020,,79.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HU,Hungary,2021,,77.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HU,Hungary,2022,,79.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,HU,Hungary,2023,,79.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IE,Ireland,2012,,83.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IE,Ireland,2013,,83.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IE,Ireland,2014,,83.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IE,Ireland,2015,,83.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IE,Ireland,2016,,83.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IE,Ireland,2017,,84.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IE,Ireland,2018,,84.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IE,Ireland,2019,,84.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IE,Ireland,2020,,84.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IE,Ireland,2021,,84.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IE,Ireland,2022,,84.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IE,Ireland,2023,,84.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IS,Iceland,2012,,84.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IS,Iceland,2013,,83.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IS,Iceland,2014,,84.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IS,Iceland,2015,,83.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IS,Iceland,2016,,84.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IS,Iceland,2017,,84.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IS,Iceland,2018,,84.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IS,Iceland,2019,,84.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IS,Iceland,2020,,84.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IS,Iceland,2021,,84.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IS,Iceland,2022,,83.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IS,Iceland,2023,,84.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IT,Italy,2012,,84.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IT,Italy,2013,,85.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IT,Italy,2014,,85.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IT,Italy,2015,,84.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IT,Italy,2016,,85.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IT,Italy,2017,,85.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IT,Italy,2018,,85.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IT,Italy,2019,,85.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IT,Italy,2020,,84.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IT,Italy,2021,,84.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IT,Italy,2022,,84.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,IT,Italy,2023,,85.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LT,Lithuania,2012,,79.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LT,Lithuania,2013,,79.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LT,Lithuania,2014,,80.1,,,,,
