country,year,sex,disease,deaths
Austria,2011,F,Tubercolosi,20
Austria,2012,F,Tubercolosi,12
Austria,2013,F,Tubercolosi,21
Austria,2014,F,Tubercolosi,20
Austria,2015,F,Tubercolosi,23
Austria,2016,F,Tubercolosi,12
Austria,2017,F,Tubercolosi,16
Austria,2018,F,Tubercolosi,18
Austria,2019,F,Tubercolosi,17
Austria,2020,F,Tubercolosi,14
Austria,2021,F,Tubercolosi,11
Austria,2022,F,Tubercolosi,14
Belgio,2011,F,Tubercolosi,20
Belgio,2012,F,Tubercolosi,19
Belgio,2013,F,Tubercolosi,21
Belgio,2014,F,Tubercolosi,12
Belgio,2015,F,Tubercolosi,24
Belgio,2016,F,Tubercolosi,15
Belgio,2017,F,Tubercolosi,8
Belgio,2018,F,Tubercolosi,15
Belgio,2019,F,Tubercolosi,18
Belgio,2020,F,Tubercolosi,17
Belgio,2021,F,Tubercolosi,6
Belgio,2022,F,Tubercolosi,4
Bulgaria,2011,F,Tubercolosi,32
Bulgaria,2012,F,Tubercolosi,33
Bulgaria,2013,F,Tubercolosi,32
Bulgaria,2014,F,Tubercolosi,28
Bulgaria,2015,F,Tubercolosi,30
Bulgaria,2016,F,Tubercolosi,11
Bulgaria,2017,F,Tubercolosi,21
Bulgaria,2018,F,Tubercolosi,26
Bulgaria,2019,F,Tubercolosi,22
Bulgaria,2020,F,Tubercolosi,14
Bulgaria,2021,F,Tubercolosi,16
Bulgaria,2022,F,Tubercolosi,10
Cipro,2011,F,Tubercolosi,1
Cipro,2012,F,Tubercolosi,2
Cipro,2013,F,Tubercolosi,1
Cipro,2014,F,Tubercolosi,2
Cipro,2015,F,Tubercolosi,1
Cipro,2016,F,Tubercolosi,0
Cipro,2017,F,Tubercolosi,1
Cipro,2018,F,Tubercolosi,1
Cipro,2019,F,Tubercolosi,0
Cipro,2020,F,Tubercolosi,0
Cipro,2021,F,Tubercolosi,2
Cipro,2022,F,Tubercolosi,2
Repubblica Ceca,2011,F,Tubercolosi,19
Repubblica Ceca,2012,F,Tubercolosi,11
Repubblica Ceca,2013,F,Tubercolosi,23
Repubblica Ceca,2014,F,Tubercolosi,14
Repubblica Ceca,2015,F,Tubercolosi,14
Repubblica Ceca,2016,F,Tubercolosi,11
Repubblica Ceca,2017,F,Tubercolosi,13
Repubblica Ceca,2018,F,Tubercolosi,10
Repubblica Ceca,2019,F,Tubercolosi,5
Repubblica Ceca,2020,F,Tubercolosi,5
Repubblica Ceca,2021,F,Tubercolosi,8
Repubblica Ceca,2022,F,Tubercolosi,7
Germania,2011,F,Tubercolosi,154
Germania,2012,F,Tubercolosi,144
Germania,2013,F,Tubercolosi,146
Germania,2014,F,Tubercolosi,141
Germania,2015,F,Tubercolosi,123
Germania,2016,F,Tubercolosi,103
Germania,2017,F,Tubercolosi,117
Germania,2018,F,Tubercolosi,104
Germania,2019,F,Tubercolosi,104
Germania,2020,F,Tubercolosi,108
Germania,2021,F,Tubercolosi,106
Germania,2022,F,Tubercolosi,123
Danimarca,2011,F,Tubercolosi,5
Danimarca,2012,F,Tubercolosi,6
Danimarca,2013,F,Tubercolosi,6
Danimarca,2014,F,Tubercolosi,3
Danimarca,2015,F,Tubercolosi,6
Danimarca,2016,F,Tubercolosi,7
Danimarca,2017,F,Tubercolosi,2
Danimarca,2018,F,Tubercolosi,4
Danimarca,2019,F,Tubercolosi,4
Danimarca,2020,F,Tubercolosi,3
Danimarca,2021,F,Tubercolosi,4
Danimarca,2022,F,Tubercolosi,3
Estonia,2011,F,Tubercolosi,6
Estonia,2012,F,Tubercolosi,6
Estonia,2013,F,Tubercolosi,6
Estonia,2014,F,Tubercolosi,12
Estonia,2015,F,Tubercolosi,5
Estonia,2016,F,Tubercolosi,6
Estonia,2017,F,Tubercolosi,7
Estonia,2018,F,Tubercolosi,1
Estonia,2019,F,Tubercolosi,7
Estonia,2020,F,Tubercolosi,3
Estonia,2021,F,Tubercolosi,4
Estonia,2022,F,Tubercolosi,4
Grecia,2011,F,Tubercolosi,25
Grecia,2012,F,Tubercolosi,32
Grecia,2013,F,Tubercolosi,21
Grecia,2014,F,Tubercolosi,16
Grecia,2015,F,Tubercolosi,17
Grecia,2016,F,Tubercolosi,12
Grecia,2017,F,Tubercolosi,21
Grecia,2018,F,Tubercolosi,16
Grecia,2019,F,Tubercolosi,12
Grecia,2020,F,Tubercolosi,16
Grecia,2021,F,Tubercolosi,11
Grecia,2022,F,Tubercolosi,12
Spagna,2011,F,Tubercolosi,96
Spagna,2012,F,Tubercolosi,127
Spagna,2013,F,Tubercolosi,101
Spagna,2014,F,Tubercolosi,99
Spagna,2015,F,Tubercolosi,90
Spagna,2016,F,Tubercolosi,108
Spagna,2017,F,Tubercolosi,83
Spagna,2018,F,Tubercolosi,95
Spagna,2019,F,Tubercolosi,83
Spagna,2020,F,Tubercolosi,73
Spagna,2021,F,Tubercolosi,62
Spagna,2022,F,Tubercolosi,67
Finlandia,2011,F,Tubercolosi,33
Finlandia,2012,F,Tubercolosi,23
Finlandia,2013,F,Tubercolosi,15
Finlandia,2014,F,Tubercolosi,21
Finlandia,2015,F,Tubercolosi,17
Finlandia,2016,F,Tubercolosi,9
Finlandia,2017,F,Tubercolosi,22
Finlandia,2018,F,Tubercolosi,12
Finlandia,2019,F,Tubercolosi,16
Finlandia,2020,F,Tubercolosi,12
Finlandia,2021,F,Tubercolosi,17
Finlandia,2022,F,Tubercolosi,10
Francia,2011,F,Tubercolosi,289
Francia,2012,F,Tubercolosi,272
Francia,2013,F,Tubercolosi,264
Francia,2014,F,Tubercolosi,217
Francia,2015,F,Tubercolosi,218
Francia,2016,F,Tubercolosi,196
Francia,2017,F,Tubercolosi,192
Francia,2018,F,Tubercolosi,165
Francia,2019,F,Tubercolosi,161
Francia,2020,F,Tubercolosi,125
Francia,2021,F,Tubercolosi,128
Francia,2022,F,Tubercolosi,109
Croazia,2011,F,Tubercolosi,28
Croazia,2012,F,Tubercolosi,17
Croazia,2013,F,Tubercolosi,19
Croazia,2014,F,Tubercolosi,12
Croazia,2015,F,Tubercolosi,21
Croazia,2016,F,Tubercolosi,19
Croazia,2017,F,Tubercolosi,22
Croazia,2018,F,Tubercolosi,15
Croazia,2019,F,Tubercolosi,14
Croazia,2020,F,Tubercolosi,11
Croazia,2021,F,Tubercolosi,9
Croazia,2022,F,Tubercolosi,8
Ungheria,2011,F,Tubercolosi,41
Ungheria,2012,F,Tubercolosi,46
Ungheria,2013,F,Tubercolosi,27
Ungheria,2014,F,Tubercolosi,24
Ungheria,2015,F,Tubercolosi,31
Ungheria,2016,F,Tubercolosi,15
Ungheria,2017,F,Tubercolosi,20
Ungheria,2018,F,Tubercolosi,19
Ungheria,2019,F,Tubercolosi,14
Ungheria,2020,F,Tubercolosi,13
Ungheria,2021,F,Tubercolosi,12
Ungheria,2022,F,Tubercolosi,15
Irlanda,2011,F,Tubercolosi,14
Irlanda,2012,F,Tubercolosi,12
Irlanda,2013,F,Tubercolosi,9
Irlanda,2014,F,Tubercolosi,15
Irlanda,2015,F,Tubercolosi,6
Irlanda,2016,F,Tubercolosi,11
Irlanda,2017,F,Tubercolosi,8
Irlanda,2018,F,Tubercolosi,11
Irlanda,2019,F,Tubercolosi,2
Irlanda,2020,F,Tubercolosi,10
Irlanda,2021,F,Tubercolosi,7
Irlanda,2022,F,Tubercolosi,5
Italia,2011,F,Tubercolosi,159
Italia,2012,F,Tubercolosi,133
Italia,2013,F,Tubercolosi,95
Italia,2014,F,Tubercolosi,111
Italia,2015,F,Tubercolosi,137
Italia,2016,F,Tubercolosi,124
Italia,2017,F,Tubercolosi,110
Italia,2018,F,Tubercolosi,109
Italia,2019,F,Tubercolosi,102
Italia,2020,F,Tubercolosi,84
Italia,2021,F,Tubercolosi,83
Italia,2022,F,Tubercolosi,88
Lituania,2011,F,Tubercolosi,39
Lituania,2012,F,Tubercolosi,49
Lituania,2013,F,Tubercolosi,42
Lituania,2014,F,Tubercolosi,51
Lituania,2015,F,Tubercolosi,39
Lituania,2016,F,Tubercolosi,36
Lituania,2017,F,Tubercolosi,29
Lituania,2018,F,Tubercolosi,24
Lituania,2019,F,Tubercolosi,33
Lituania,2020,F,Tubercolosi,16
Lituania,2021,F,Tubercolosi,25
Lituania,2022,F,Tubercolosi,15
Lussemburgo,2011,F,Tubercolosi,2
Lussemburgo,2012,F,Tubercolosi,0
Lussemburgo,2013,F,Tubercolosi,0
Lussemburgo,2014,F,Tubercolosi,0
Lussemburgo,2015,F,Tubercolosi,0
Lussemburgo,2016,F,Tubercolosi,1
Lussemburgo,2017,F,Tubercolosi,1
Lussemburgo,2018,F,Tubercolosi,0
Lussemburgo,2019,F,Tubercolosi,0
Lussemburgo,2020,F,Tubercolosi,1
Lussemburgo,2021,F,Tubercolosi,0
Lussemburgo,2022,F,Tubercolosi,0
Lettonia,2011,F,Tubercolosi,16
Lettonia,2012,F,Tubercolosi,15
Lettonia,2013,F,Tubercolosi,24
Lettonia,2014,F,Tubercolosi,12
Lettonia,2015,F,Tubercolosi,15
Lettonia,2016,F,Tubercolosi,23
Lettonia,2017,F,Tubercolosi,12
Lettonia,2018,F,Tubercolosi,21
Lettonia,2019,F,Tubercolosi,14
Lettonia,2020,F,Tubercolosi,13
Lettonia,2021,F,Tubercolosi,11
Lettonia,2022,F,Tubercolosi,8
Malta,2011,F,Tubercolosi,1
Malta,2012,F,Tubercolosi,0
Malta,2013,F,Tubercolosi,1
Malta,2014,F,Tubercolosi,0
Malta,2015,F,Tubercolosi,0
Malta,2016,F,Tubercolosi,2
Malta,2017,F,Tubercolosi,0
Malta,2018,F,Tubercolosi,0
Malta,2019,F,Tubercolosi,0
Malta,2020,F,Tubercolosi,0
Malta,2021,F,Tubercolosi,0
Malta,2022,F,Tubercolosi,1
Paesi Bassi,2011,F,Tubercolosi,17
Paesi Bassi,2012,F,Tubercolosi,13
Paesi Bassi,2013,F,Tubercolosi,17
Paesi Bassi,2014,F,Tubercolosi,18
Paesi Bassi,2015,F,Tubercolosi,18
Paesi Bassi,2016,F,Tubercolosi,16
Paesi Bassi,2017,F,Tubercolosi,10
Paesi Bassi,2018,F,Tubercolosi,12
Paesi Bassi,2019,F,Tubercolosi,7
Paesi Bassi,2020,F,Tubercolosi,11
Paesi Bassi,2021,F,Tubercolosi,7
Paesi Bassi,2022,F,Tubercolosi,5
Polonia,2011,F,Tubercolosi,138
Polonia,2012,F,Tubercolosi,152
Polonia,2013,F,Tubercolosi,117
Polonia,2014,F,Tubercolosi,116
Polonia,2015,F,Tubercolosi,120
Polonia,2016,F,Tubercolosi,130
Polonia,2017,F,Tubercolosi,110
Polonia,2018,F,Tubercolosi,108
Polonia,2019,F,Tubercolosi,100
Polonia,2020,F,Tubercolosi,97
Polonia,2021,F,Tubercolosi,97
Polonia,2022,F,Tubercolosi,88
Polonia,2024,F,Tubercolosi,88
Portogallo,2011,F,Tubercolosi,58
Portogallo,2012,F,Tubercolosi,55
Portogallo,2013,F,Tubercolosi,51
Portogallo,2014,F,Tubercolosi,64
Portogallo,2015,F,Tubercolosi,66
Portogallo,2016,F,Tubercolosi,73
Portogallo,2017,F,Tubercolosi,66
Portogallo,2018,F,Tubercolosi,67
Portogallo,2019,F,Tubercolosi,41
Portogallo,2020,F,Tubercolosi,50
Portogallo,2021,F,Tubercolosi,43
Portogallo,2022,F,Tubercolosi,52
Romania,2011,F,Tubercolosi,233
Romania,2012,F,Tubercolosi,262
Romania,2013,F,Tubercolosi,234
Romania,2014,F,Tubercolosi,251
Romania,2015,F,Tubercolosi,221
Romania,2016,F,Tubercolosi,187
Romania,2017,F,Tubercolosi,187
Romania,2018,F,Tubercolosi,154
Romania,2019,F,Tubercolosi,179
Romania,2020,F,Tubercolosi,131
Romania,2021,F,Tubercolosi,135
Romania,2022,F,Tubercolosi,135
Svezia,2011,F,Tubercolosi,26
Svezia,2012,F,Tubercolosi,11
Svezia,2013,F,Tubercolosi,19
Svezia,2014,F,Tubercolosi,20
Svezia,2015,F,Tubercolosi,16
Svezia,2016,F,Tubercolosi,8
Svezia,2017,F,Tubercolosi,11
Svezia,2018,F,Tubercolosi,12
Svezia,2019,F,Tubercolosi,8
Svezia,2020,F,Tubercolosi,4
Svezia,2021,F,Tubercolosi,9
Svezia,2022,F,Tubercolosi,6
Slovenia,2011,F,Tubercolosi,5
Slovenia,2012,F,Tubercolosi,6
Slovenia,2013,F,Tubercolosi,7
Slovenia,2014,F,Tubercolosi,8
Slovenia,2015,F,Tubercolosi,7
Slovenia,2016,F,Tubercolosi,3
Slovenia,2017,F,Tubercolosi,1
Slovenia,2018,F,Tubercolosi,2
Slovenia,2019,F,Tubercolosi,6
Slovenia,2020,F,Tubercolosi,7
Slovenia,2021,F,Tubercolosi,4
Slovenia,2022,F,Tubercolosi,7
Slovacchia,2011,F,Tubercolosi,6
Slovacchia,2012,F,Tubercolosi,4
Slovacchia,2013,F,Tubercolosi,6
Slovacchia,2014,F,Tubercolosi,14
Slovacchia,2015,F,Tubercolosi,3
Slovacchia,2016,F,Tubercolosi,9
Slovacchia,2017,F,Tubercolosi,10
Slovacchia,2018,F,Tubercolosi,5
Slovacchia,2019,F,Tubercolosi,4
Slovacchia,2020,F,Tubercolosi,7
Slovacchia,2021,F,Tubercolosi,6
Slovacchia,2022,F,Tubercolosi,8
Austria,2011,F,"Incidenti (V01-X59, Y85, Y86)",1052
Austria,2012,F,"Incidenti (V01-X59, Y85, Y86)",1156
Austria,2013,F,"Incidenti (V01-X59, Y85, Y86)",1091
Austria,2014,F,"Incidenti (V01-X59, Y85, Y86)",1109
Austria,2015,F,"Incidenti (V01-X59, Y85, Y86)",1175
Austria,2016,F,"Incidenti (V01-X59, Y85, Y86)",1084
Austria,2017,F,"Incidenti (V01-X59, Y85, Y86)",1105
Austria,2018,F,"Incidenti (V01-X59, Y85, Y86)",1150
Austria,2019,F,"Incidenti (V01-X59, Y85, Y86)",1243
Austria,2020,F,"Incidenti (V01-X59, Y85, Y86)",1420
Austria,2021,F,"Incidenti (V01-X59, Y85, Y86)",1259
Austria,2022,F,"Incidenti (V01-X59, Y85, Y86)",1355
Belgio,2011,F,"Incidenti (V01-X59, Y85, Y86)",1882
Belgio,2012,F,"Incidenti (V01-X59, Y85, Y86)",2076
Belgio,2013,F,"Incidenti (V01-X59, Y85, Y86)",2035
Belgio,2014,F,"Incidenti (V01-X59, Y85, Y86)",1933
Belgio,2015,F,"Incidenti (V01-X59, Y85, Y86)",2207
Belgio,2016,F,"Incidenti (V01-X59, Y85, Y86)",2018
Belgio,2017,F,"Incidenti (V01-X59, Y85, Y86)",2079
Belgio,2018,F,"Incidenti (V01-X59, Y85, Y86)",2147
Belgio,2019,F,"Incidenti (V01-X59, Y85, Y86)",2146
Belgio,2020,F,"Incidenti (V01-X59, Y85, Y86)",2101
Belgio,2021,F,"Incidenti (V01-X59, Y85, Y86)",2163
Belgio,2022,F,"Incidenti (V01-X59, Y85, Y86)",2411
Bulgaria,2011,F,"Incidenti (V01-X59, Y85, Y86)",408
Bulgaria,2012,F,"Incidenti (V01-X59, Y85, Y86)",445
Bulgaria,2013,F,"Incidenti (V01-X59, Y85, Y86)",398
Bulgaria,2014,F,"Incidenti (V01-X59, Y85, Y86)",508
Bulgaria,2015,F,"Incidenti (V01-X59, Y85, Y86)",513
Bulgaria,2016,F,"Incidenti (V01-X59, Y85, Y86)",438
Bulgaria,2017,F,"Incidenti (V01-X59, Y85, Y86)",521
Bulgaria,2018,F,"Incidenti (V01-X59, Y85, Y86)",469
Bulgaria,2019,F,"Incidenti (V01-X59, Y85, Y86)",459
Bulgaria,2020,F,"Incidenti (V01-X59, Y85, Y86)",439
Bulgaria,2021,F,"Incidenti (V01-X59, Y85, Y86)",447
Bulgaria,2022,F,"Incidenti (V01-X59, Y85, Y86)",409
Cipro,2011,F,"Incidenti (V01-X59, Y85, Y86)",53
Cipro,2012,F,"Incidenti (V01-X59, Y85, Y86)",82
Cipro,2013,F,"Incidenti (V01-X59, Y85, Y86)",69
Cipro,2014,F,"Incidenti (V01-X59, Y85, Y86)",97
Cipro,2015,F,"Incidenti (V01-X59, Y85, Y86)",77
Cipro,2016,F,"Incidenti (V01-X59, Y85, Y86)",74
Cipro,2017,F,"Incidenti (V01-X59, Y85, Y86)",83
Cipro,2018,F,"Incidenti (V01-X59, Y85, Y86)",93
Cipro,2019,F,"Incidenti (V01-X59, Y85, Y86)",98
Cipro,2020,F,"Incidenti (V01-X59, Y85, Y86)",92
Cipro,2021,F,"Incidenti (V01-X59, Y85, Y86)",93
Cipro,2022,F,"Incidenti (V01-X59, Y85, Y86)",113
Repubblica Ceca,2011,F,"Incidenti (V01-X59, Y85, Y86)",1428
Repubblica Ceca,2012,F,"Incidenti (V01-X59, Y85, Y86)",1394
Repubblica Ceca,2013,F,"Incidenti (V01-X59, Y85, Y86)",1312
Repubblica Ceca,2014,F,"Incidenti (V01-X59, Y85, Y86)",1413
Repubblica Ceca,2015,F,"Incidenti (V01-X59, Y85, Y86)",1504
Repubblica Ceca,2016,F,"Incidenti (V01-X59, Y85, Y86)",1424
Repubblica Ceca,2017,F,"Incidenti (V01-X59, Y85, Y86)",1355
Repubblica Ceca,2018,F,"Incidenti (V01-X59, Y85, Y86)",1446
Repubblica Ceca,2019,F,"Incidenti (V01-X59, Y85, Y86)",1388
Repubblica Ceca,2020,F,"Incidenti (V01-X59, Y85, Y86)",1386
Repubblica Ceca,2021,F,"Incidenti (V01-X59, Y85, Y86)",1214
Repubblica Ceca,2022,F,"Incidenti (V01-X59, Y85, Y86)",1212
Germania,2011,F,"Incidenti (V01-X59, Y85, Y86)",8720
Germania,2012,F,"Incidenti (V01-X59, Y85, Y86)",9106
Germania,2013,F,"Incidenti (V01-X59, Y85, Y86)",9485
Germania,2014,F,"Incidenti (V01-X59, Y85, Y86)",9774
Germania,2015,F,"Incidenti (V01-X59, Y85, Y86)",10734
Germania,2016,F,"Incidenti (V01-X59, Y85, Y86)",11767
Germania,2017,F,"Incidenti (V01-X59, Y85, Y86)",12233
Germania,2018,F,"Incidenti (V01-X59, Y85, Y86)",12935
Germania,2019,F,"Incidenti (V01-X59, Y85, Y86)",13212
Germania,2020,F,"Incidenti (V01-X59, Y85, Y86)",13118
Germania,2021,F,"Incidenti (V01-X59, Y85, Y86)",13769
Germania,2022,F,"Incidenti (V01-X59, Y85, Y86)",15951
Danimarca,2011,F,"Incidenti (V01-X59, Y85, Y86)",639
Danimarca,2012,F,"Incidenti (V01-X59, Y85, Y86)",609
Danimarca,2013,F,"Incidenti (V01-X59, Y85, Y86)",628
Danimarca,2014,F,"Incidenti (V01-X59, Y85, Y86)",598
Danimarca,2015,F,"Incidenti (V01-X59, Y85, Y86)",556
Danimarca,2016,F,"Incidenti (V01-X59, Y85, Y86)",571
Danimarca,2017,F,"Incidenti (V01-X59, Y85, Y86)",561
Danimarca,2018,F,"Incidenti (V01-X59, Y85, Y86)",608
Danimarca,2019,F,"Incidenti (V01-X59, Y85, Y86)",628
Danimarca,2020,F,"Incidenti (V01-X59, Y85, Y86)",621
Danimarca,2021,F,"Incidenti (V01-X59, Y85, Y86)",642
Danimarca,2022,F,"Incidenti (V01-X59, Y85, Y86)",720
Estonia,2011,F,"Incidenti (V01-X59, Y85, Y86)",174
Estonia,2012,F,"Incidenti (V01-X59, Y85, Y86)",175
Estonia,2013,F,"Incidenti (V01-X59, Y85, Y86)",156
Estonia,2014,F,"Incidenti (V01-X59, Y85, Y86)",152
Estonia,2015,F,"Incidenti (V01-X59, Y85, Y86)",152
Estonia,2016,F,"Incidenti (V01-X59, Y85, Y86)",153
Estonia,2017,F,"Incidenti (V01-X59, Y85, Y86)",137
Estonia,2018,F,"Incidenti (V01-X59, Y85, Y86)",145
Estonia,2019,F,"Incidenti (V01-X59, Y85, Y86)",158
Estonia,2020,F,"Incidenti (V01-X59, Y85, Y86)",190
Estonia,2021,F,"Incidenti (V01-X59, Y85, Y86)",231
Estonia,2022,F,"Incidenti (V01-X59, Y85, Y86)",220
Grecia,2011,F,"Incidenti (V01-X59, Y85, Y86)",646
Grecia,2012,F,"Incidenti (V01-X59, Y85, Y86)",621
Grecia,2013,F,"Incidenti (V01-X59, Y85, Y86)",701
Grecia,2014,F,"Incidenti (V01-X59, Y85, Y86)",589
Grecia,2015,F,"Incidenti (V01-X59, Y85, Y86)",816
Grecia,2016,F,"Incidenti (V01-X59, Y85, Y86)",925
Grecia,2017,F,"Incidenti (V01-X59, Y85, Y86)",1033
Grecia,2018,F,"Incidenti (V01-X59, Y85, Y86)",1063
Grecia,2019,F,"Incidenti (V01-X59, Y85, Y86)",1130
Grecia,2020,F,"Incidenti (V01-X59, Y85, Y86)",1336
Grecia,2021,F,"Incidenti (V01-X59, Y85, Y86)",1423
Grecia,2022,F,"Incidenti (V01-X59, Y85, Y86)",1557
Spagna,2011,F,"Incidenti (V01-X59, Y85, Y86)",3939
Spagna,2012,F,"Incidenti (V01-X59, Y85, Y86)",3731
Spagna,2013,F,"Incidenti (V01-X59, Y85, Y86)",4053
Spagna,2014,F,"Incidenti (V01-X59, Y85, Y86)",4219
Spagna,2015,F,"Incidenti (V01-X59, Y85, Y86)",4504
Spagna,2016,F,"Incidenti (V01-X59, Y85, Y86)",4640
Spagna,2017,F,"Incidenti (V01-X59, Y85, Y86)",4628
Spagna,2018,F,"Incidenti (V01-X59, Y85, Y86)",4596
Spagna,2019,F,"Incidenti (V01-X59, Y85, Y86)",4660
Spagna,2020,F,"Incidenti (V01-X59, Y85, Y86)",4606
Spagna,2021,F,"Incidenti (V01-X59, Y85, Y86)",4893
Spagna,2022,F,"Incidenti (V01-X59, Y85, Y86)",5476
Finlandia,2011,F,"Incidenti (V01-X59, Y85, Y86)",919
Finlandia,2012,F,"Incidenti (V01-X59, Y85, Y86)",928
Finlandia,2013,F,"Incidenti (V01-X59, Y85, Y86)",886
Finlandia,2014,F,"Incidenti (V01-X59, Y85, Y86)",890
Finlandia,2015,F,"Incidenti (V01-X59, Y85, Y86)",861
Finlandia,2016,F,"Incidenti (V01-X59, Y85, Y86)",881
Finlandia,2017,F,"Incidenti (V01-X59, Y85, Y86)",847
Finlandia,2018,F,"Incidenti (V01-X59, Y85, Y86)",919
Finlandia,2019,F,"Incidenti (V01-X59, Y85, Y86)",882
Finlandia,2020,F,"Incidenti (V01-X59, Y85, Y86)",786
Finlandia,2021,F,"Incidenti (V01-X59, Y85, Y86)",879
Finlandia,2022,F,"Incidenti (V01-X59, Y85, Y86)",875
Francia,2011,F,"Incidenti (V01-X59, Y85, Y86)",11541
Francia,2012,F,"Incidenti (V01-X59, Y85, Y86)",11949
Francia,2013,F,"Incidenti (V01-X59, Y85, Y86)",11796
Francia,2014,F,"Incidenti (V01-X59, Y85, Y86)",11588
Francia,2015,F,"Incidenti (V01-X59, Y85, Y86)",13070
Francia,2016,F,"Incidenti (V01-X59, Y85, Y86)",12670
Francia,2017,F,"Incidenti (V01-X59, Y85, Y86)",13316
Francia,2018,F,"Incidenti (V01-X59, Y85, Y86)",12899
Francia,2019,F,"Incidenti (V01-X59, Y85, Y86)",13231
Francia,2020,F,"Incidenti (V01-X59, Y85, Y86)",13330
Francia,2021,F,"Incidenti (V01-X59, Y85, Y86)",13850
Francia,2022,F,"Incidenti (V01-X59, Y85, Y86)",15454
Croazia,2011,F,"Incidenti (V01-X59, Y85, Y86)",846
Croazia,2012,F,"Incidenti (V01-X59, Y85, Y86)",890
Croazia,2013,F,"Incidenti (V01-X59, Y85, Y86)",909
Croazia,2014,F,"Incidenti (V01-X59, Y85, Y86)",907
Croazia,2015,F,"Incidenti (V01-X59, Y85, Y86)",993
Croazia,2016,F,"Incidenti (V01-X59, Y85, Y86)",959
Croazia,2017,F,"Incidenti (V01-X59, Y85, Y86)",857
Croazia,2018,F,"Incidenti (V01-X59, Y85, Y86)",1053
Croazia,2019,F,"Incidenti (V01-X59, Y85, Y86)",995
Croazia,2020,F,"Incidenti (V01-X59, Y85, Y86)",899
Croazia,2021,F,"Incidenti (V01-X59, Y85, Y86)",891
Croazia,2022,F,"Incidenti (V01-X59, Y85, Y86)",818
Ungheria,2011,F,"Incidenti (V01-X59, Y85, Y86)",1572
Ungheria,2012,F,"Incidenti (V01-X59, Y85, Y86)",1511
Ungheria,2013,F,"Incidenti (V01-X59, Y85, Y86)",1493
Ungheria,2014,F,"Incidenti (V01-X59, Y85, Y86)",1363
Ungheria,2015,F,"Incidenti (V01-X59, Y85, Y86)",1450
Ungheria,2016,F,"Incidenti (V01-X59, Y85, Y86)",1341
Ungheria,2017,F,"Incidenti (V01-X59, Y85, Y86)",1428
Ungheria,2018,F,"Incidenti (V01-X59, Y85, Y86)",1354
Ungheria,2019,F,"Incidenti (V01-X59, Y85, Y86)",1413
Ungheria,2020,F,"Incidenti (V01-X59, Y85, Y86)",1204
Ungheria,2021,F,"Incidenti (V01-X59, Y85, Y86)",1190
Ungheria,2022,F,"Incidenti (V01-X59, Y85, Y86)",1321
Irlanda,2011,F,"Incidenti (V01-X59, Y85, Y86)",327
Irlanda,2012,F,"Incidenti (V01-X59, Y85, Y86)",296
Irlanda,2013,F,"Incidenti (V01-X59, Y85, Y86)",299
Irlanda,2014,F,"Incidenti (V01-X59, Y85, Y86)",328
Irlanda,2015,F,"Incidenti (V01-X59, Y85, Y86)",302
Irlanda,2016,F,"Incidenti (V01-X59, Y85, Y86)",286
Irlanda,2017,F,"Incidenti (V01-X59, Y85, Y86)",307
Irlanda,2018,F,"Incidenti (V01-X59, Y85, Y86)",322
Irlanda,2019,F,"Incidenti (V01-X59, Y85, Y86)",326
Irlanda,2020,F,"Incidenti (V01-X59, Y85, Y86)",443
Irlanda,2021,F,"Incidenti (V01-X59, Y85, Y86)",415
Irlanda,2022,F,"Incidenti (V01-X59, Y85, Y86)",453
Italia,2011,F,"Incidenti (V01-X59, Y85, Y86)",8430
Italia,2012,F,"Incidenti (V01-X59, Y85, Y86)",8500
Italia,2013,F,"Incidenti (V01-X59, Y85, Y86)",8348
Italia,2014,F,"Incidenti (V01-X59, Y85, Y86)",8245
Italia,2015,F,"Incidenti (V01-X59, Y85, Y86)",8852
Italia,2016,F,"Incidenti (V01-X59, Y85, Y86)",8957
Italia,2017,F,"Incidenti (V01-X59, Y85, Y86)",9447
Italia,2018,F,"Incidenti (V01-X59, Y85, Y86)",9243
Italia,2019,F,"Incidenti (V01-X59, Y85, Y86)",9204
Italia,2020,F,"Incidenti (V01-X59, Y85, Y86)",9732
Italia,2021,F,"Incidenti (V01-X59, Y85, Y86)",9994
Italia,2022,F,"Incidenti (V01-X59, Y85, Y86)",10886
Lituania,2011,F,"Incidenti (V01-X59, Y85, Y86)",537
Lituania,2012,F,"Incidenti (V01-X59, Y85, Y86)",542
Lituania,2013,F,"Incidenti (V01-X59, Y85, Y86)",499
Lituania,2014,F,"Incidenti (V01-X59, Y85, Y86)",482
Lituania,2015,F,"Incidenti (V01-X59, Y85, Y86)",520
Lituania,2016,F,"Incidenti (V01-X59, Y85, Y86)",495
Lituania,2017,F,"Incidenti (V01-X59, Y85, Y86)",507
Lituania,2018,F,"Incidenti (V01-X59, Y85, Y86)",520
Lituania,2019,F,"Incidenti (V01-X59, Y85, Y86)",423
Lituania,2020,F,"Incidenti (V01-X59, Y85, Y86)",487
Lituania,2021,F,"Incidenti (V01-X59, Y85, Y86)",509
Lituania,2022,F,"Incidenti (V01-X59, Y85, Y86)",484
Lussemburgo,2011,F,"Incidenti (V01-X59, Y85, Y86)",71
Lussemburgo,2012,F,"Incidenti (V01-X59, Y85, Y86)",70
Lussemburgo,2013,F,"Incidenti (V01-X59, Y85, Y86)",78
Lussemburgo,2014,F,"Incidenti (V01-X59, Y85, Y86)",65
